participant_id,d_prime,d_prime_ci_low,d_prime_ci_high,d_prime_ci_excludes_zero
60e63a06acbec5f0fc85e71a,3.3740415402470743,2.141437697035399,4.6066453834587495,TRUE
60f657824394dac9902c821f,3.439955040044436,1.992121024384498,4.887789055704374,TRUE
60fcc4120cecba5bc510e142,3.930788324924175,2.2242002768318887,5.637376373016461,TRUE
60fcd954f5ff1656599b53c9,3.6784155279310786,2.263879799596797,5.09295125626536,TRUE
60fdf104935a0ef0e93762b0,2.1071172662911306,1.0364347515041257,3.1777997810781358,TRUE
60ff33eea57872b7188f12e2,4.007833341747881,2.337312340064665,5.6783543434310975,TRUE
61033627c32742424aeaaac1,1.4886907143666765,0.6411699544571704,2.336211474276183,TRUE
6107c3c34aec7850786b6d62,4.007833341747881,2.337312340064665,5.6783543434310975,TRUE
612962f44f151ddfd0298c52,2.572701501198016,1.5790898807214704,3.566313121674561,TRUE
61705235c277934df17055e6,3.020007387282375,2.0006052668492997,4.039409507715451,TRUE
629e9a5d81c583f5ebe90f05,3.8880986567710187,2.1692091624234067,5.606988151118631,TRUE
62bb42e2f21cfdb280cc975f,2.5047188065048385,1.524697494529729,3.484740118479948,TRUE
62dcc5dc8fcf471ec987e7cf,3.421767131542893,2.2854410450883886,4.558093217997397,TRUE
6306a29015f8667413e26eef,4.444095085921065,2.9083216887278587,5.979868483114271,TRUE
632ccf5fdb3a004dec4919a2@email.prolific.com,2.7450940813549503,1.8874960930478006,3.6026920696621,TRUE
63d6d43d4f1649ce3dcfa30b,3.492900360902679,2.0768000168711227,4.909000704934235,TRUE
63d7e469c2a30fc463e06b5d,3.3679957696045815,2.295891409917394,4.4401001292917694,TRUE
63e12e51551a0a00ab990651,3.362043856541756,1.8401938012842107,4.883893911799301,TRUE
63ea974c81ff0fffe7fb8613,2.3124419822220776,1.4613156303926012,3.163568334051554,TRUE
63fa78f21e485a372c6528fa,3.1588723247088915,1.7250285417070377,4.5927161077107455,TRUE
63fb77a17acd544343fb98fb,2.6841901263615195,1.7462199411013473,3.622160311621692,TRUE
648343299ec8050d10aee27d,3.9566177848006463,2.257219532980307,5.6560160366209855,TRUE
64fb3be137d2bd2bdfab8ba6,2.295323437857535,1.4319062781684884,3.1587405975465814,TRUE
654bc148c95bca00d541ec33,4.4174207161173396,2.8722277074865703,5.962613724748109,TRUE
654fe6af3517f92a06444ca5,3.0765004290695233,1.7799990578555143,4.373001800283532,TRUE
65e74f3dd1cf1c6869f7af37,1.8892280073956071,0.9183976842949283,2.860058330496286,TRUE
65e8d383f3c7e1afd7b5c98f,3.7212640522080345,2.3500877903729203,5.092440314043149,TRUE
6601d46f8d629109bdf2aec4,3.9467481076008912,2.622538712710453,5.2709575024913295,TRUE
6636db94fa3ed150c2d78447,2.2892329241804434,0.9883024894382504,3.5901633589226365,TRUE
663d1309389a0851c125d533,3.7961763222017977,2.455493884340787,5.136858760062808,TRUE
663e26ccdbc470527165388b,3.8876635464477367,2.5279560605193354,5.2473710323761384,TRUE
664184a2b35e6aa7e4eb89fd,2.4530977368473623,1.6217764479855896,3.284419025709135,TRUE
6643c412ed568375e3bf349c,2.511413717917278,1.4846504152493138,3.5381770205852425,TRUE
6643d22289210a4edf21e84d,2.7433141430419425,1.6666219840681118,3.8200063020157735,TRUE
664b8bef90cdb799d4c4c35d,3.4741151792280762,2.4240160371591934,4.524214321296959,TRUE
666883e7cd549b6798159085,3.6115927314586567,2.1959836841834295,5.027201778733884,TRUE
666a11d046107a56965a98f5,3.9747656425542175,2.2938631915454875,5.655668093562948,TRUE
666b59f95861737274e65238,3.534363587284902,2.077839449394756,4.990887725175048,TRUE
6681ae9e7fbceb728648c7cb,3.5748685343230227,2.1527996837207235,4.996937384925322,TRUE
66b638403cc5a94acf985177,3.1411735154589664,2.0177030278736545,4.264644003044278,TRUE
66c0f464e0ff62798027b486,3.3083081365846443,1.9882764467413505,4.628339826427938,TRUE
66f4c82536b5c8271f53564c,4.127281266374914,2.491505868012391,5.763056664737437,TRUE
66fe99edb8a87ffd9478d5c1,4.372506881609654,2.8114821073773006,5.933531655842008,TRUE
6701206a49833a2065d10763,2.7589462879250695,1.8298633398976674,3.6880292359524716,TRUE
67155947b83a6aee15acbc0d,0.28492387211311665,-1.4579691701508855,2.0278169143771185,FALSE
672e86a538b9e142805a426e,3.867166479305857,2.504507123900735,5.229825834710979,TRUE
67364113bdafe2840fa05b69,3.0736157566855358,2.1969412337774328,3.9502902795936388,TRUE
673fe23a86818d6026205f04,2.9188591716171386,1.888813623373288,3.9489047198609892,TRUE
674c8549a9fd90b7c8dda9d3,4.287759828204181,2.70363259829719,5.871887058111172,TRUE
6751dc7082001cddf839b91b,3.3012987943218803,2.3307094207371644,4.271888167906597,TRUE
6759f9a723f0ff8f61f6ebe8,3.780887910798006,2.3923401494406393,5.169435672155372,TRUE
676325864a29c405dab887a0,3.493683553298066,2.216088691711951,4.771278414884181,TRUE
677c314658f46f3c0f19ba34,4.011837704898098,2.332124026054731,5.691551383741465,TRUE
6781163e42dd9b1176a29412,1.838611897806108,1.0290255252910234,2.6481982703211924,TRUE
67acff5fc3860389b0c4dc25,4.279275191912516,2.6915065606371975,5.867043823187835,TRUE
67edb75b0744561f1cf6ff9d,0.23159853058727342,-1.5278393174012561,1.991036378575803,FALSE
68dd6ada1c06b7f58ff4020c,3.4503210969205096,1.9915744775488715,4.909067716292148,TRUE
694407485b91b19f9545cb80,4.325508012612887,2.755780882848451,5.895235142377323,TRUE
6946df52c8f481594f455bdf,2.7959793114337055,1.824789232312336,3.767169390555075,TRUE
69694ea2cc6aea2154a83718,3.432086419473734,2.067158217587729,4.797014621359739,TRUE
6978dbe540efad1076e12cfc,2.9762129451236885,1.8138795213529901,4.138546368894387,TRUE
697cc825dbd7461cb71609d1,3.199627221548325,2.091592251736186,4.307662191360464,TRUE
698104dbb695e592122c9cd0,4.054172479737803,2.4005499375499566,5.707795021925649,TRUE
698796ccf456c156d91c7409,3.3487059847419367,1.9662414246174658,4.731170544866408,TRUE
698bc7c5fea45cd148e37bd8,3.3445731905138394,2.7449915245276024,3.9441548565000764,TRUE
69939b823c7d1ff0d5eecbb3,2.6692753165698306,2.002729147935253,3.3358214852044084,TRUE
69987b91b25efc3b28e237dd,3.792904222191038,2.5785551802083386,5.0072532641737375,TRUE
6999da133fea0494fa4a958f,4.251462318924158,2.6598184024191145,5.843106235429202,TRUE
699c5e1d7c9771502b7375f6,3.6956740086460877,2.6903953859520024,4.700952631340173,TRUE
699d45af20adaa6e1e89aa5a,4.007833341747881,2.337312340064665,5.6783543434310975,TRUE
699db1a68d19aeda4ba92c01,3.9747656425542175,2.2938631915454875,5.655668093562948,TRUE
699dbabbdf07ee5972cf7508,3.36070904567063,1.9942592786131748,4.727158812728085,TRUE
699de24cebc30d289ab73f92,3.9771126389492117,2.291304295705668,5.662920982192755,TRUE
699f6b268f7c61d2a5dabad2,3.926987392830188,2.6217739554903137,5.232200830170062,TRUE
